uniprot_id,protein_info,accession_number,molecular_weight,Pool_1.mzML,Pool_2.mzML,Pool_3.mzML,Sample_01_0325.mzML,Sample_02_0147.mzML,Sample_03_4085.mzML,Sample_04_0039.mzML,Sample_05_5198.mzML,Sample_06_7066.mzML,Sample_07_0909.mzML,Sample_08_0348.mzML,Sample_09_7028.mzML,Sample_10_2119.mzML,Sample_11_6501.mzML,Sample_12_9999.mzML,Sample_13_1014.mzML,Sample_14_1059.mzML
O14933,sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens OX=9606 GN=UBE2L6 PE=1 SV=4,sp|O14933|UB2L6_HUMAN,18 kDa,2601627,3445486,3709439,6780186,3874684,2519356,3717545,3432769,2053735,2859024,3730392,1337876,2220254,4751813,2494186,4569280,3817848
O14936,sp|O14936|CSKP_HUMAN Peripheral plasma membrane protein CASK OS=Homo sapiens OX=9606 GN=CASK PE=1 SV=3,sp|O14936|CSKP_HUMAN,105 kDa,8430610,6797345,5545605,8285200,5306751,6072628,3008200,9087444,7097037,5692498,15244310,8425992,4325824,7593503,3670876,12500430,8765076
O14950,sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2,sp|O14950|ML12B_HUMAN,20 kDa,1288925000,1299651000,1404939000,1078688000,1431321000,1026891000,935368100,1078805000,1384633000,1179591000,1459787000,1379288000,802853600,1179938000,884584200,1852094000,1589235000
O14964,sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine ki0se substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1,sp|O14964|HGS_HUMAN,86 kDa,52697250,64379670,49785520,48207600,42426100,79206410,23200160,44507210,63350170,20290260,47679730,54909310,67138410,42934490,23931200,44143910,65012930
O14966,sp|O14966|RAB7L_HUMAN Ras-related protein Rab-7L1 OS=Homo sapiens OX=9606 GN=RAB29 PE=1 SV=1,sp|O14966|RAB7L_HUMAN,23 kDa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14974,sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens OX=9606 GN=PPP1R12A PE=1 SV=1,sp|O14974|MYPT1_HUMAN,115 kDa,25801220,23472650,27999930,29428690,12055520,12654620,12653690,38840380,33253450,15310250,52435510,27383900,13907180,28315700,17250930,31036670,18361430
O14976,sp|O14976|GAK_HUMAN Cyclin-G-associated ki0se OS=Homo sapiens OX=9606 GN=GAK PE=1 SV=2,sp|O14976|GAK_HUMAN,143 kDa,11829230,15443070,15329610,14116050,8184533,12115930,17149630,19386950,20606870,10570080,12308750,11711930,18326830,33053140,6046800,17483120,34259610
O14979,sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3,sp|O14979|HNRDL_HUMAN,46 kDa,223608500,229391100,220373700,249590600,95017110,75401400,255583400,222162200,251903200,85751520,504189500,298216200,231401700,196901700,111218700,296262600,402652900
O14980,sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1,sp|O14980|XPO1_HUMAN,123 kDa,180283000,186861000,184974100,172166100,160468900,235075900,170695700,222760100,244204400,73198940,370134300,257279500,231085300,140074900,72392570,132128500,303454000
O15031,sp|O15031|PLXB2_HUMAN Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3,sp|O15031|PLXB2_HUMAN,205 kDa,5874223,6514118,4705239,7694635,3668052,5722327,5825819,7497905,7218502,3738765,11590630,9769417,6279644,6708396,4235075,9679347,9236775
O15042,sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2,sp|O15042|SR140_HUMAN,118 kDa,3719370,4744640,4322083,3708710,3260131,2834740,5854816,12053150,4697315,3593362,5697000,5831624,5362187,4410094,4361056,3694518,8990700
O15061,sp|O15061|SYNEM_HUMAN Synemin OS=Homo sapiens OX=9606 GN=SYNM PE=1 SV=2,sp|O15061|SYNEM_HUMAN,173 kDa,799918300,835995600,834896700,763532900,107907200,395533500,126415900,3987445000,428393200,201277800,1265709000,265500700,417264000,222190500,230638700,2328294000,703219200
O15067,sp|O15067|PUR4_HUMAN Phosphoribosylformylglyci0midine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4,sp|O15067|PUR4_HUMAN,145 kDa,50290020,52409380,46473490,41190460,26983690,51338430,38680790,84375640,56629740,11669820,48671040,82058040,55597670,27958730,14669460,29398140,92203500
O15085,sp|O15085|ARHGB_HUMAN Rho guanine nucleotide exchange factor 11 OS=Homo sapiens OX=9606 GN=ARHGEF11 PE=1 SV=1,sp|O15085|ARHGB_HUMAN,168 kDa,20826690,25073240,22475380,8412671,6532210,20211780,22248980,21481710,29009050,16242140,89979390,69807350,8160906,20779430,6164014,17125190,54310860
O15091,sp|O15091|MRPP3_HUMAN Mitochondrial ribonuclease P catalytic subunit OS=Homo sapiens OX=9606 GN=PRORP PE=1 SV=2,sp|O15091|MRPP3_HUMAN,67 kDa,4472741,4030572,3539723,2012356,568648,7623451,3742880,3163535,1933945,1590984,6799173,6707070,3269613,928331,1139143,1779918,13480320
O15127,sp|O15127|SCAM2_HUMAN Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2,sp|O15127|SCAM2_HUMAN,37 kDa,5980838,4937571,4450432,9324621,4467784,1786836,3094847,7349595,5163748,1449576,16605630,6559823,5524590,6222288,2038953,7039593,7012092
O15131,sp|O15131|IMA6_HUMAN Importin subunit alpha-6 OS=Homo sapiens OX=9606 GN=KP05 PE=1 SV=2,sp|O15131|IMA6_HUMAN,60 kDa,71030160,61067550,55226130,61125500,65587360,66070680,66951510,84130130,60712150,25442320,81446420,70473180,45752130,42318170,27848410,39262150,109670700
O15143,sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3,sp|O15143|ARC1B_HUMAN,41 kDa,14808640,13167160,11983290,19772690,16153730,8853839,6220846,13305040,15951490,9482867,17592110,15251130,5270749,29434990,8863624,16282140,23266710
O15144,sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1,sp|O15144|ARPC2_HUMAN,34 kDa,593406900,578915500,583726800,714436900,794899900,585741400,439096500,595392200,705299200,310881400,429060700,528132700,271074900,683174700,371961100,604346800,763564800
O15145,sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3,sp|O15145|ARPC3_HUMAN,21 kDa,87076100,71584310,76569040,85593590,74063240,54248520,49816360,66769820,55360600,24249570,48184580,57937650,31777210,145845400,58275720,111887200,125302400
O15160,sp|O15160|RPAC1_HUMAN D0-directed R0 polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1,sp|O15160|RPAC1_HUMAN,39 kDa,58792500,63429170,62795820,29317400,37602340,92447500,47190530,77025980,62564860,14402350,120988900,79039350,69915350,28317750,22757110,45373090,148959800
O15173,sp|O15173|PGRC2_HUMAN Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1,sp|O15173|PGRC2_HUMAN,24 kDa,261190200,252058700,243196200,189956900,177832600,179612400,173734200,240740900,434551700,489869800,480908200,395906200,98593940,193811400,86070250,293193000,283628700
O15212,sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1,sp|O15212|PFD6_HUMAN,15 kDa,99331070,103920400,94658590,60304830,50987610,61741740,93543900,91604830,113139800,42838340,116567600,108274700,68991970,82534040,43956540,113492900,164412800
O15230,sp|O15230|LAMA5_HUMAN Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8,sp|O15230|LAMA5_HUMAN,400 kDa,186606400,184117400,181377000,239282000,37869950,35819350,91479890,385263000,386787900,118800900,226360800,69342590,87903750,40848490,384032300,378992400,140167500
O15240,sp|O15240|VGF_HUMAN Neurosecretory protein VGF OS=Homo sapiens OX=9606 GN=VGF PE=1 SV=2,sp|O15240|VGF_HUMAN,67 kDa,59494070,58951830,65186970,22227610,12955480,36071380,28745820,21266680,32209830,7051707,1100151000,54797710,10071520,8033148,13851500,38740120,198069100
O15247,sp|O15247|CLIC2_HUMAN Chloride intracellular channel protein 2 OS=Homo sapiens OX=9606 GN=CLIC2 PE=1 SV=3,sp|O15247|CLIC2_HUMAN,28 kDa,43680770,46401860,36830200,84135210,18192320,21029330,41249290,31306330,62114480,34779530,9578563,16489910,26431250,68047000,53084760,79232240,39753180
O15254,sp|O15254|ACOX3_HUMAN Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens OX=9606 GN=ACOX3 PE=1 SV=2,sp|O15254|ACOX3_HUMAN,78 kDa,1102202,460205,260748,595656,920805,945877,580606,197463,1902105,4830853,593412,911824,1148882,395842,253639,1216746,1536782
O15258,sp|O15258|RER1_HUMAN Protein RER1 OS=Homo sapiens OX=9606 GN=RER1 PE=1 SV=1,sp|O15258|RER1_HUMAN,23 kDa,16212070,20694600,18874240,12149100,15545260,6998954,9722644,10546390,20276610,12849840,46135810,23380330,15443640,14923810,6954892,16015720,28816640
O15260,sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3,sp|O15260|SURF4_HUMAN,30 kDa,187288700,175478800,176895500,148628100,203311000,118182100,109527000,123052600,213264900,194113800,214253500,156928800,131168400,306080100,79330340,177479200,427445100
O15294,sp|O15294|OGT1_HUMAN UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3,sp|O15294|OGT1_HUMAN,117 kDa,7409479,7559255,10290940,5482274,5311432,29527670,7031968,14392250,5431867,4618660,14325340,6855762,7533073,6325592,2538916,7824730,17068820
O15305,sp|O15305|PMM2_HUMAN Phosphomannomutase 2 OS=Homo sapiens OX=9606 GN=PMM2 PE=1 SV=1,sp|O15305|PMM2_HUMAN,28 kDa,46806500,50245980,51394880,34268980,23057470,35506760,16252970,36728110,54346940,36032830,115750400,52236110,20992420,67294790,9456188,50188800,176356000
O15355,sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1,sp|O15355|PPM1G_HUMAN,59 kDa,41941780,43754210,36471130,35025160,26656470,20689210,40377570,38955560,25794130,12830820,106192200,38478820,76777150,30012230,18107630,24079300,60501470
O15371,sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1,sp|O15371|EIF3D_HUMAN,64 kDa,207151500,200310800,183770400,175399400,210030700,363913300,187992800,271020700,207673400,110150300,265753800,177693700,205999300,181750500,89137870,137579500,341665200
O15372,sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1,sp|O15372|EIF3H_HUMAN,40 kDa,28740590,27969940,29803090,26715480,31707090,43880010,15600830,26985320,33951240,14559740,31470130,28955210,22927660,33373130,8795472,21938870,53897110
O15382,"sp|O15382|BCAT2_HUMAN Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=BCAT2 PE=1 SV=2",sp|O15382|BCAT2_HUMAN,44 kDa,21183480,16030160,17307620,11974930,15499310,1678264,14191760,14192660,19788160,16696200,42837540,37845390,14955960,12493220,6115699,21192530,30864110
O15397,sp|O15397|IPO8_HUMAN Importin-8 OS=Homo sapiens OX=9606 GN=IPO8 PE=1 SV=2,sp|O15397|IPO8_HUMAN,120 kDa,283542,149304,169058,269356,149469,81231,285076,162132,193018,202287,242473,245734,150912,390558,144566,396652,205680
O15400,sp|O15400|STX7_HUMAN Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4,sp|O15400|STX7_HUMAN,30 kDa,121157500,117908100,109917100,99058460,38909700,204301800,83252230,134358900,196577700,50367000,471616200,180483400,77668250,64719220,13398500,90326230,140787600
O15460,sp|O15460|P4HA2_HUMAN Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1,sp|O15460|P4HA2_HUMAN,61 kDa,77898930,67723000,79569620,38751350,354011200,48928710,26350700,22420640,21148690,14178880,95522960,80144270,60385600,52116100,65068490,175356300,85956740
O15498,sp|O15498|YKT6_HUMAN Sy0ptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1,sp|O15498|YKT6_HUMAN,22 kDa,39976280,40476550,42796450,24793380,24128650,45217580,31009220,52810890,53676240,15905110,133625300,69656900,19200360,37926460,19315520,35203360,81301140
O15511,sp|O15511|ARPC5_HUMAN Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3,sp|O15511|ARPC5_HUMAN,16 kDa,160886700,144646800,157291000,198839200,191337600,138375100,86421470,181326000,201665800,91245760,152980500,160949200,61084850,208457400,69432410,211108500,226565700
O15533,sp|O15533|TPSN_HUMAN Tapasin OS=Homo sapiens OX=9606 GN=TAPBP PE=1 SV=1,sp|O15533|TPSN_HUMAN,48 kDa,14851520,14935870,17160880,23712020,14596390,23173200,10988990,13660780,81879400,2145185,2813426,9037464,5704330,43382140,7838057,11090530,11465420
O43143,sp|O43143|DHX15_HUMAN Pre-mR0-splicing factor ATP-dependent R0 helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2,sp|O43143|DHX15_HUMAN,91 kDa,200865400,195689600,189608100,165019000,154324100,151889000,250690800,218349600,202924700,99066290,553176400,274683300,206966900,178930200,82403480,222621700,286766900
O43149,sp|O43149|ZZEF1_HUMAN Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ZZEF1 PE=1 SV=6,sp|O43149|ZZEF1_HUMAN,331 kDa,18462100,18725230,17622400,15700560,14531740,23360600,15279960,22504370,16885750,5501763,9837260,7580582,29354280,16031610,9127622,13614340,24944210
O43169,sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3,sp|O43169|CYB5B_HUMAN,17 kDa,125219400,143366700,212687300,221842900,138439200,334350100,213762800,267076000,318805400,219157500,283653600,275028600,19528310,40585360,48491920,233938900,232965400
O43172,sp|O43172|PRP4_HUMAN U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens OX=9606 GN=PRPF4 PE=1 SV=2,sp|O43172|PRP4_HUMAN,58 kDa,12825880,4175468,9427907,7180133,1740999,3967544,11800470,4788007,3846928,6205804,20807790,953981,10664750,10450710,4682347,10015570,16892580
O43175,sp|O43175|SERA_HUMAN D-3-phosphoglycerate dehydroge0se OS=Homo sapiens OX=9606 GN=PHGDH PE=1 SV=4,sp|O43175|SERA_HUMAN,57 kDa,699175800,736111100,712990300,533401900,259135800,752295600,63971830,640336000,3087309000,1584976000,723389400,423757300,1065657000,213777400,156127900,393083900,376462500
O43181,"sp|O43181|NDUS4_HUMAN 0DH dehydroge0se [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS4 PE=1 SV=1",sp|O43181|NDUS4_HUMAN,20 kDa,14543620,13004390,12481320,11364160,5199247,12620680,6641718,7371552,12830410,15183210,22342690,10777320,11653630,9186701,3807959,15872890,7880764
O43237,sp|O43237|DC1L2_HUMAN Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1LI2 PE=1 SV=1,sp|O43237|DC1L2_HUMAN,54 kDa,48925380,45880810,45791030,42560230,12212520,28362810,21288120,35480340,50466190,28526150,101952300,53509130,17373190,25119340,27399230,101013500,49185850
O43242,sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2,sp|O43242|PSMD3_HUMAN,61 kDa,151571400,163798100,177232700,136822600,133978800,171040900,150515700,170233400,209459100,117109700,308091600,186785500,131951000,133051700,78418790,144440800,231342800
O43290,sp|O43290|SNUT1_HUMAN U4/U6.U5 tri-snRNP-associated protein 1 OS=Homo sapiens OX=9606 GN=SART1 PE=1 SV=1,sp|O43290|SNUT1_HUMAN,90 kDa,13699660,12582720,12127910,10972030,2743774,14502260,11269620,7720615,8069135,3928824,31129540,14581960,13894220,9025565,7699334,11500850,18070390
O43294,sp|O43294|TGFI1_HUMAN Transforming growth factor beta-1-induced transcript 1 protein OS=Homo sapiens OX=9606 GN=TGFB1I1 PE=1 SV=2,sp|O43294|TGFI1_HUMAN,50 kDa,57505240,60345700,67550480,43975220,20714280,15988170,19167780,224679500,48623820,48294590,23941450,14386230,12647250,35925420,58630630,80193210,59689440
O43301,sp|O43301|HS12A_HUMAN Heat shock 70 kDa protein 12A OS=Homo sapiens OX=9606 GN=HSPA12A PE=1 SV=2,sp|O43301|HS12A_HUMAN,75 kDa,9326997,3947062,7086930,11194400,1974139,11198470,5796597,5607894,5041369,4234545,8282890,14555430,47931460,3510949,5938358,19419950,9729062
O43324,sp|O43324|MCA3_HUMAN Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1,sp|O43324|MCA3_HUMAN,20 kDa,86638560,93249490,80199110,57404440,67884770,121446200,83578270,80333690,99857920,34386160,185689500,139227300,98714280,70821620,36947660,85513370,167565300
O43390,sp|O43390|HNRPR_HUMAN Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,sp|O43390|HNRPR_HUMAN,71 kDa,286921300,306642500,285220800,322516200,206402300,205750200,322518400,190391600,342561500,141838300,566524400,310866400,361249300,298745100,162658200,324809100,390718200
O43395,sp|O43395|PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens OX=9606 GN=PRPF3 PE=1 SV=2,sp|O43395|PRPF3_HUMAN,78 kDa,3464233,2301702,2973478,2087942,966605,3776751,1765725,2229818,3082886,2675638,6120845,3494734,2215199,6678419,1586162,2086184,5589643
O43399,sp|O43399|TPD54_HUMAN Tumor protein D54 OS=Homo sapiens OX=9606 GN=TPD52L2 PE=1 SV=2,sp|O43399|TPD54_HUMAN,22 kDa,528652500,545588300,552815800,522485000,316826200,294873000,313209100,358650400,778566000,200277400,1152730000,583967800,601857000,490097900,251653300,632171100,979215100
O43402,sp|O43402|EMC8_HUMAN ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1,sp|O43402|EMC8_HUMAN,24 kDa,8314918,9600895,9029371,9418627,8972092,15350160,13267220,13418930,13033940,9008219,18012330,11283590,5236537,10300620,3514319,6777268,14324860
O43447,sp|O43447|PPIH_HUMAN Peptidyl-prolyl cis-trans isomerase H OS=Homo sapiens OX=9606 GN=PPIH PE=1 SV=1,sp|O43447|PPIH_HUMAN,19 kDa,35529620,36483310,37388470,40309620,25946180,26624910,40199170,46384290,36767900,14709670,78644610,39394160,50548880,43877460,23076490,30297590,65298360
O43464,"sp|O43464|HTRA2_HUMAN Serine protease HTRA2, mitochondrial OS=Homo sapiens OX=9606 GN=HTRA2 PE=1 SV=2",sp|O43464|HTRA2_HUMAN,49 kDa,4757744,809509,2000574,1567600,1077931,2053778,513580,3088008,2585195,2626733,22791270,4619963,4931509,1278826,1356538,2088040,4256785
O43488,sp|O43488|ARK72_HUMAN Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3,sp|O43488|ARK72_HUMAN,40 kDa,339639600,353750100,334830600,421366000,227303700,234277200,183687300,300911900,537510200,416511500,832487500,508830900,320315600,319368100,139050400,351845800,516275000
O43491,sp|O43491|E41L2_HUMAN Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1,sp|O43491|E41L2_HUMAN,113 kDa,96212090,92451460,110378800,236555900,31068180,45970520,48786340,105116400,74802750,84311190,98242430,44085590,60447760,135954100,85790790,245052100,86757650
O43504,sp|O43504|LTOR5_HUMAN Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1,sp|O43504|LTOR5_HUMAN,10 kDa,11188340,9314471,10189600,12329410,9608214,8933814,7929325,7848805,9248141,2268728,14952560,7875669,16681360,9848369,3853763,9106121,14695270
O43592,sp|O43592|XPOT_HUMAN Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2,sp|O43592|XPOT_HUMAN,110 kDa,2779593,3446992,4428265,2202663,6249764,2707346,2662293,2598961,2237487,1612515,5408028,5892252,4269109,4816162,2737951,5849291,4992231
O43615,sp|O43615|TIM44_HUMAN Mitochondrial import inner membrane translocase subunit TIM44 OS=Homo sapiens OX=9606 GN=TIMM44 PE=1 SV=2,sp|O43615|TIM44_HUMAN,51 kDa,50381100,63643190,50133840,32468640,43238670,113133100,28894100,32777040,49221670,34308060,101142400,57198390,42514420,41668490,17225080,33205700,78595070
O43639,sp|O43639|NCK2_HUMAN Cytoplasmic protein NCK2 OS=Homo sapiens OX=9606 GN=NCK2 PE=1 SV=2,sp|O43639|NCK2_HUMAN,43 kDa,41012160,43111200,47979430,46196690,13408860,27026890,32876980,32020690,24710250,9157586,82496080,120320200,12668330,20159340,14443540,42521000,134830600
O43681,sp|O43681|GET3_HUMAN ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2,sp|O43681|GET3_HUMAN,39 kDa,149114200,151242300,140605300,102573500,97120710,258763400,146390200,107002300,160980000,99241130,169015000,178477300,87806320,120308800,63997330,163829000,120096300
O43684,sp|O43684|BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1,sp|O43684|BUB3_HUMAN,37 kDa,199158600,203120400,205676500,180519500,190494100,194875300,220812000,222747900,205662100,109626100,279228100,232169200,180032600,176687100,112671700,185590000,309401500
O43707,sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2,sp|O43707|ACTN4_HUMAN,105 kDa,1857560000,1901180000,1800954000,2403500000,1618978000,930457600,486830700,1685010000,1710465000,1792574000,3206801000,2479899000,1452025000,1498456000,904335000,2346675000,2890607000
O43709,sp|O43709|BUD23_HUMAN Probable 18S rR0 (guanine-N(7))-methyltransferase OS=Homo sapiens OX=9606 GN=BUD23 PE=1 SV=2,sp|O43709|BUD23_HUMAN,32 kDa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O43747,sp|O43747|AP1G1_HUMAN AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5,sp|O43747|AP1G1_HUMAN,91 kDa,118173800,122853600,112789600,104857500,92803240,188681000,106121100,141753300,136133900,89200240,151816900,143716600,83708310,114163100,56130250,95347870,165730500
O43752,sp|O43752|STX6_HUMAN Syntaxin-6 OS=Homo sapiens OX=9606 GN=STX6 PE=1 SV=1,sp|O43752|STX6_HUMAN,29 kDa,25624290,26061960,26596720,17760060,12744750,16818530,16372970,25617850,28288790,10397770,138592500,31052860,15656960,23045520,5487393,31190570,42870190
O43776,"sp|O43776|SYNC_HUMAN Asparagine--tR0 ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=0RS1 PE=1 SV=1",sp|O43776|SYNC_HUMAN,63 kDa,482818100,460194000,418985600,384510700,366653400,780808900,551706100,428139300,299023400,186587100,642383800,664211900,799719900,264226900,215133200,362126900,767516900
O43795,sp|O43795|MYO1B_HUMAN Unconventio0l myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3,sp|O43795|MYO1B_HUMAN,132 kDa,58948990,56452690,54365920,33689010,72178040,75020710,44890200,49464650,60147650,87116740,56178650,86113730,43483860,21038800,22589580,73595670,85624510
O43808,sp|O43808|PM34_HUMAN Peroxisomal membrane protein PMP34 OS=Homo sapiens OX=9606 GN=SLC25A17 PE=1 SV=1,sp|O43808|PM34_HUMAN,35 kDa,1150381,901800,667171,178745,915316,394000,503333,791690,430240,860439,1859433,524005,1626172,2746128,770962,470768,1843158
O43809,sp|O43809|CPSF5_HUMAN Cleavage and polyadenylation specificity factor subunit 5 OS=Homo sapiens OX=9606 GN=NUDT21 PE=1 SV=1,sp|O43809|CPSF5_HUMAN,26 kDa,60835190,59819470,56238580,56869760,37543800,28708730,61862110,65453480,67463910,24249600,135240700,68318750,55554720,54658000,27724820,56926110,91331160
O43813,sp|O43813|LANC1_HUMAN Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1,sp|O43813|LANC1_HUMAN,45 kDa,57567030,62190710,54248280,56744890,38209720,82212430,30829800,74869550,65913810,42328530,78811620,70116300,52297630,27504910,33795190,60965650,67913470
